name,code
Mende (Sierra Leone),men
Kedah Malay,meo
Miriwoong,mep
Merey,meq
Meru,mer
Masmaje,mes
Mato,met
Motu,meu
Mano,mev
Maaka,mew
Hassaniyya,mey
Menominee,mez
Pattani Malay,mfa
Bangka,mfb
Mba,mfc
Mendankwe-Nkwen,mfd
Morisyen,mfe
Naki,mff
Mogofin,mfg
Matal,mfh
Wandala,mfi
Mefele,mfj
North Mofu,mfk
Putai,mfl
Marghi South,mfm
Cross River Mbembe,mfn
Mbe,mfo
Makassar Malay,mfp
Moba,mfq
Marrithiyel,mfr
Mexican Sign Language,mfs
Mokerang,mft
Mbwela,mfu
Mandjak,mfv
Mulaha,mfw
Melo,mfx
Mayo,mfy
Mabaan,mfz
Middle Irish (900-1200),mga
Mararit,mgb
Morokodo,mgc
Moru,mgd
Mango,mge
Maklew,mgf
Mpumpong,mgg
Makhuwa-Meetto,mgh
Lijili,mgi
Abureni,mgj
Mawes,mgk
Maleu-Kilenge,mgl
Mambae,mgm
Mbangi,mgn
Meta',mgo
Eastern Magar,mgp
Malila,mgq
Mambwe-Lungu,mgr
Manda (Tanzania),mgs
Mongol,mgt
Mailu,mgu
Matengo,mgv
Matumbi,mgw
Mbunga,mgy
Mbugwe,mgz
Manda (India),mha
Mahongwe,mhb
Mocho,mhc
Mbugu,mhd
Besisi,mhe
Mah Meri,mhe
Mamaa,mhf
Margu,mhg
Ma'di,mhi
Mogholi,mhj
Mungaka,mhk
Mauwake,mhl
Makhuwa-Moniga,mhm
Mócheno,mhn
Mashi (Zambia),mho
Balinese Malay,mhp
Mandan,mhq
Eastern Mari,mhr
Buru (Indonesia),mhs
Mandahuaca,mht
Darang Deng,mhu
Digaro-Mishmi,mhu
Mbukushu,mhw
Lhaovo,mhx
Maru,mhx
Ma'anyan,mhy
Mor (Mor Islands),mhz
Miami,mia
Atatláhuca Mixtec,mib
Micmac,mic
Mi'kmaq,mic
Mandaic,mid
Ocotepec Mixtec,mie
Mofu-Gudur,mif
San Miguel El Grande Mixtec,mig
Chayuco Mixtec,mih
Chigmecatitlán Mixtec,mii
Abar,mij
Mungbam,mij
Mikasuki,mik
Peñoles Mixtec,mil
Alacatlatzala Mixtec,mim
Minangkabau,min
Pinotepa Nacional Mixtec,mio
Apasco-Apoala Mixtec,mip
Mískito,miq
Isthmus Mixe,mir
Uncoded languages,mis
Southern Puebla Mixtec,mit
Cacaloxtepec Mixtec,miu
Akoye,miw
Mixtepec Mixtec,mix
Ayutla Mixtec,miy
Coatzospan Mixtec,miz
Makalero,mjb
San Juan Colorado Mixtec,mjc
Northwest Maidu,mjd
Muskum,mje
Tu,mjg
Mwera (Nyasa),mjh
Kim Mun,mji
Mawak,mjj
Matukar,mjk
Mandeali,mjl
Medebur,mjm
Ma (Papua New Guinea),mjn
Malankuravan,mjo
Malapandaram,mjp
Malaryan,mjq
Malavedan,mjr
Miship,mjs
Sauria Paharia,mjt
Manna-Dora,mju
Mannan,mjv
Karbi,mjw
Mahali,mjx
Mahican,mjy
Majhi,mjz
Mbre,mka
Mal Paharia,mkb
Siliput,mkc
Macedonian,mkd
Mawchi,mke
Miya,mkf
Mak (China),mkg
Dhatki,mki
Mokilese,mkj
Byep,mkk
Mokole,mkl
Moklen,mkm
Kupang Malay,mkn
Mingang Doso,mko
Moikodi,mkp
Bay Miwok,mkq
Malas,mkr
Silacayoapan Mixtec,mks
Vamale,mkt
Konyanka Maninka,mku
Mafea,mkv
Kituba (Congo),mkw
Kinamiging Manobo,mkx
East Makian,mky
Makasae,mkz
Malo,mla
Mbule,mlb
Cao Lan,mlc
Manambu,mle
Mal,mlf
Malagasy,mlg
Mape,mlh
Malimpung,mli
Miltu,mlj
Ilwana,mlk
Kiwilwana,mlk
Malua Bay,mll
Mulam,mlm
Malango,mln
Mlomp,mlo
Bargam,mlp
Western Maninkakan,mlq
Vame,mlr
Masalit,mls
Maltese,mlt
To'abaita,mlu
Motlav,mlv
Mwotlap,mlv
Moloko,mlw
Malfaxal,mlx
Naha'ai,mlx
Malaynon,mlz
Mama,mma
Momina,mmb
Michoacán Mazahua,mmc
Maonan,mmd
Mae,mme
Mundat,mmf
North Ambrym,mmg
Mehináku,mmh
Musar,mmi
Majhwar,mmj
Mukha-Dora,mmk
Man Met,mml
Maii,mmm
Mamanwa,mmn
Mangga Buang,mmo
Siawi,mmp
Musak,mmq
Western Xiangxi Miao,mmr
Malalamai,mmt
Mmaala,mmu
Miriti,mmv
Emae,mmw
Madak,mmx
Migaama,mmy
Mabaale,mmz
Mbula,mna
Muna,mnb
Manchu,mnc
Mondé,mnd
Naba,mne
Mundani,mnf
Eastern Mnong,mng
Mono (Democratic Republic of Congo),mnh
Manipuri,mni
Munji,mnj
Mandinka,mnk
Tiale,mnl
Mapena,mnm
Southern Mnong,mnn
Min Bei Chinese,mnp
Minriq,mnq
Mono (USA),mnr
Mansi,mns
Mer,mnu
Rennell-Bellona,mnv
Mon,mnw
Manikion,mnx
Manyawa,mny
Moni,mnz
Mwan,moa
Mocoví,moc
Mobilian,mod
Innu,moe
Montagnais,moe
Mongondow,mog
Mohawk,moh
Mboi,moi
Monzombo,moj
Morori,mok
Mangue,mom
Mongolian,mon
Monom,moo
Mopán Maya,mop
Mor (Bomberai Peninsula),moq
Moro,mor
Mossi,mos
Barí,mot
Mogum,mou
Mohave,mov
Moi (Congo),mow
Molima,mox
Shekkacho,moy
Gergiko,moz
Mukulu,moz
Mpoto,mpa
Malak Malak,mpb
Mullukmulluk,mpb
Mangarrayi,mpc
Machinere,mpd
Majang,mpe
Marba,mpg
Maung,mph
Mpade,mpi
Martu Wangka,mpj
Wangkajunga,mpj
Mbara (Chad),mpk
Middle Watut,mpl
Yosondúa Mixtec,mpm
Mindiri,mpn
Miu,mpo
Migabac,mpp
Matís,mpq
Vangunu,mpr
Dadibi,mps
Mian,mpt
Makuráp,mpu
Mungkip,mpv
Mapidian,mpw
Misima-Panaeati,mpx
Mapia,mpy
Mpi,mpz
Maba (Indonesia),mqa
Mbuko,mqb
Mangole,mqc
Matepi,mqe
Momuna,mqf
Kota Bangun Kutai Malay,mqg
Tlazoyaltepec Mixtec,mqh
Mariri,mqi
Mamasa,mqj
Rajah Kabunsuwan Manobo,mqk
Mbelime,mql
South Marquesan,mqm
Moronene,mqn
Modole,mqo
Manipa,mqp
Minokok,mqq
Mander,mqr
West Makian,mqs
Mok,mqt
Mandari,mqu
Mosimo,mqv
Murupi,mqw
Mamuju,mqx
Manggarai,mqy
Pano,mqz
Mlabri,mra
Marino,mrb
Maricopa,mrc
Western Magar,mrd
Martha's Vineyard Sign Language,mre
Elseng,mrf
Mising,mrg
Mara Chin,mrh
Maori,mri
Western Mari,mrj
Hmwaveke,mrk
Mortlockese,mrl
Merlav,mrm
Mwerlap,mrm
Cheke Holo,mrn
Mru,mro
Morouas,mrp
North Marquesan,mrq
Maria (India),mrr
Maragus,mrs
Marghi Central,mrt
Mono (Cameroon),mru
Mangareva,mrv
Maranao,mrw
Dineor,mrx
Maremgi,mrx
Mandaya,mry
Marind,mrz
Malay,msa
Malay (macrolanguage),msa
Masbatenyo,msb
Sankaran Maninka,msc
Yucatec Maya Sign Language,msd
Musey,mse
Mekwei,msf
Moraid,msg
Masikoro Malagasy,msh
Sabah Malay,msi
Ma (Democratic Republic of Congo),msj
Mansaka,msk
Molof,msl
Poule,msl
Agusan Manobo,msm
Vurës,msn
Mombum,mso
Maritsauá,msp
Caac,msq
Mongolian Sign Language,msr
West Masela,mss
Musom,msu
Maslam,msv
Mansoanka,msw
Moresada,msx
Aruamu,msy
Momare,msz
Cotabato Manobo,mta
Anyin Morofo,mtb
Munit,mtc
Mualang,mtd
Mono (Solomon Islands),mte
Murik (Papua New Guinea),mtf
Una,mtg
Munggui,mth
Maiwa (Papua New Guinea),mti
Moskona,mtj
Mbe',mtk
Montol,mtl
Mator,mtm
Matagalpa,mtn
Totontepec Mixe,mto
Wichí Lhamtés Nocten,mtp
Muong,mtq
Mewari,mtr
Yora,mts
Mota,mtt
Tututepec Mixtec,mtu
Asaro'o,mtv
Southern Binukidnon,mtw
Tidaá Mixtec,mtx
Nabi,mty
Mundang,mua
Mubi,mub
Ajumbu,muc
Mednyj Aleut,mud
Media Lengua,mue
Musgu,mug
Mündü,muh
Musi,mui
Mabire,muj
Mugom,muk
Multiple languages,mul
Maiwala,mum
Nyong,muo
Malvi,mup
Eastern Xiangxi Miao,muq
Murle,mur
Creek,mus
Western Muria,mut
Yaaku,muu
Muthuvan,muv
Bo-Ung,mux
Muyang,muy
Mursi,muz
Manam,mva
Mattole,mvb
Mamboru,mvd
Marwari (Pakistan),mve
Peripheral Mongolian,mvf
Yucuañe Mixtec,mvg
Mulgi,mvh
Miyako,mvi
Mekmek,mvk
Mbara (Australia),mvl
Minaveha,mvn
Marovo,mvo
Duri,mvp
Moere,mvq
Marau,mvr
Massep,mvs
Mpotovoro,mvt
Marfa,mvu
Tagal Murut,mvv
Machinga,mvw
Meoswar,mvx
Indus Kohistani,mvy
Mesqan,mvz
Mwatebu,mwa
Juwal,mwb
Are,mwc
Mwera (Chimwera),mwe
Murrinh-Patha,mwf
Aiklep,mwg
Mouk-Aria,mwh
Labo,mwi
Ninde,mwi
Kita Maninkakan,mwk
Mirandese,mwl
Sar,mwm
Nyamwanga,mwn
Central Maewo,mwo
Kala Lagaw Ya,mwp
Mün Chin,mwq
Marwari,mwr
Mwimbi-Muthambi,mws
Moken,mwt
Mittu,mwu
Mentawai,mwv
Hmong Daw,mww
Moingi,mwz
Northwest Oaxaca Mixtec,mxa
Tezoatlán Mixtec,mxb
Manyika,mxc
Modang,mxd
Mele-Fila,mxe
Malgbe,mxf
Mbangala,mxg
Mvuba,mxh
Mozarabic,mxi
Geman Deng,mxj
Miju-Mishmi,mxj
Monumbo,mxk
Maxi Gbe,mxl
Meramera,mxm
Moi (Indonesia),mxn
Mbowe,mxo
Tlahuitoltepec Mixe,mxp
Juquila Mixe,mxq
Murik (Malaysia),mxr
Huitepec Mixtec,mxs
Jamiltepec Mixtec,mxt
Mada (Cameroon),mxu
Metlatónoc Mixtec,mxv
Namo,mxw
Mahou,mxx
Mawukakan,mxx
Southeastern Nochixtlán Mixtec,mxy
Central Masela,mxz
Burmese,mya
Mbay,myb
Mayeka,myc
Myene,mye
Bambassi,myf
Manta,myg
Makah,myh
Mangayat,myj
Mamara Senoufo,myk
Moma,myl
Me'en,mym
Anfillo,myo
Pirahã,myp
Muniche,myr
Mesmes,mys
Mundurukú,myu
Erzya,myv
Muyuw,myw
Masaaba,myx
Macuna,myy
Classical Mandaic,myz
Santa María Zacatepec Mixtec,mza
Tumzabt,mzb
Madagascar Sign Language,mzc
Malimba,mzd
Morawa,mze
Monastic Sign Language,mzg
Wichí Lhamtés Güisnay,mzh
Ixcatlán Mazatec,mzi
Manya,mzj
Nigeria Mambila,mzk
Mazatlán Mixe,mzl
Mumuye,mzm
Mazanderani,mzn
Matipuhy,mzo
Movima,mzp
Mori Atas,mzq
Marúbo,mzr
Macanese,mzs
Mintil,mzt
Inapang,mzu
Manza,mzv
Deg,mzw
Mawayana,mzx
Mozambican Sign Language,mzy
Maiadomu,mzz
Namla,naa
Southern Nambikuára,nab
Narak,nac
Naka'ela,nae
Nabak,naf
Naga Pidgin,nag
Nalu,naj
Nakanai,nak
Nalik,nal
Ngan'gityemerri,nam
Min Nan Chinese,nan
Naaba,nao
Neapolitan,nap
Khoekhoe,naq
Nama (Namibia),naq
Iguta,nar
Naasioi,nas
Ca̱hungwa̱rya̱,nat
Hungworo,nat
Nauru,nau
Navaho,nav
Navajo,nav
Nawuri,naw
Nakwi,nax
Ngarrindjeri,nay
Coatepec Nahuatl,naz
Nyemba,nba
Ndoe,nbb
Chang Naga,nbc
Ngbinda,nbd
Konyak Naga,nbe
Nagarchal,nbg
Ngamo,nbh
Mao Naga,nbi
Ngarinyman,nbj
Nake,nbk
South Ndebele,nbl
Ngbaka Ma'bo,nbm
Kuri,nbn
Nkukoli,nbo
Nnam,nbp
Nggem,nbq
Numana,nbr
Namibian Sign Language,nbs
Na,nbt
Rongmei Naga,nbu
Ngamambo,nbv
Southern Ngbandi,nbw
Ningera,nby
Iyo,nca
Central Nicobarese,ncb
Ponam,ncc
Nachering,ncd
Yale,nce
Notsi,ncf
Nisga'a,ncg
Central Huasteca Nahuatl,nch
Classical Nahuatl,nci
Northern Puebla Nahuatl,ncj
Na-kara,nck
Michoacán Nahuatl,ncl
Nambo,ncm
Nauna,ncn
Sibe,nco
Northern Katang,ncq
Ncane,ncr
Nicaraguan Sign Language,ncs
Chothe Naga,nct
Chumburung,ncu
Central Puebla Nahuatl,ncx
Natchez,ncz
Ndasa,nda
Kenswei Nsei,ndb
Ndau,ndc
Nde-Nsele-Nta,ndd
North Ndebele,nde
Nadruvian,ndf
Ndengereko,ndg
Ndali,ndh
Samba Leko,ndi
Ndamba,ndj
Ndaka,ndk
Ndolo,ndl
Ndam,ndm
Ngundi,ndn
Ndonga,ndo
Ndo,ndp
Ndombe,ndq
Ndoola,ndr
Low German,nds
Low Saxon,nds
Ndunga,ndt
Dugun,ndu
Ndut,ndv
Ndobo,ndw
Nduga,ndx
Lutos,ndy
Ndogo,ndz
Eastern Ngad'a,nea
Toura (Côte d'Ivoire),neb
Nedebang,nec
Nde-Gbite,ned
Nêlêmwa-Nixumwak,nee
Nefamese,nef
Negidal,neg
Nyenkha,neh
Neo-Hittite,nei
Neko,nej
Neku,nek
Nemi,nem
Nengone,nen
Ná-Meo,neo
Nepali,nep
Nepali (macrolanguage),nep
North Central Mixe,neq
Yahadian,ner
Bhoti Kinnauri,nes
Nete,net
Neo,neu
Nyaheun,nev
Nepal Bhasa,new
Newari,new
Neme,nex
Neyo,ney
Nez Perce,nez
Dhao,nfa
Ahwai,nfd
Äiwoo,nfl
Ayiwo,nfl
Nafaanra,nfr
Mfumte,nfu
Ngbaka,nga
Northern Ngbandi,ngb
Ngombe (Democratic Republic of Congo),ngc
Ngando (Central African Republic),ngd
Ngemba,nge
Ngbaka Manza,ngg
Nǁng,ngh
Ngizim,ngi
Ngie,ngj
Dalabon,ngk
Lomwe,ngl
Ngatik Men's Creole,ngm
Ngwo,ngn
Ngulu,ngp
Ngoreme,ngq
Ngurimi,ngq
Engdewu,ngr
Gvoko,ngs
Kriang,ngt
Ngeq,ngt
Guerrero Nahuatl,ngu
Nagumi,ngv
Ngwaba,ngw
Nggwahyi,ngx
Tibea,ngy
Ngungwel,ngz
Nhanda,nha
Beng,nhb
Tabasco Nahuatl,nhc
Ava Guaraní,nhd
Chiripá,nhd
Eastern Huasteca Nahuatl,nhe
Nhuwala,nhf
Tetelcingo Nahuatl,nhg
Nahari,nhh
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,nhi
Isthmus-Cosoleacaque Nahuatl,nhk
Morelos Nahuatl,nhm
Central Nahuatl,nhn
Takuu,nho
Isthmus-Pajapan Nahuatl,nhp
Huaxcaleca Nahuatl,nhq
Naro,nhr
Ometepec Nahuatl,nht
Noone,nhu
Temascaltepec Nahuatl,nhv
Western Huasteca Nahuatl,nhw
Isthmus-Mecayapan Nahuatl,nhx
Northern Oaxaca Nahuatl,nhy
Santa María La Alta Nahuatl,nhz
Nias,nia
Nakame,nib
Ngandi,nid
Niellim,nie
Nek,nif
Ngalakgan,nig
Nyiha (Tanzania),nih
Nii,nii
Ngaju,nij
Southern Nicobarese,nik
Nila,nil
Nilamba,nim
Ninzo,nin
Nganasan,nio
Nandi,niq
Nimboran,nir
Nimi,nis
Southeastern Kolami,nit
Niuean,niu
Gilyak,niv
Nimo,niw
Hema,nix
Ngiti,niy
Ningil,niz
Nzanyi,nja
Nocte Naga,njb
Ndonde Hamba,njd
Lotha Naga,njh
Gudanji,nji
Njen,njj
Njalgulgule,njl
Angami Naga,njm
Liangmai Naga,njn
Ao Naga,njo
Njerep,njr
Nisa,njs
Ndyuka-Trio Pidgin,njt
Ngadjunmaya,nju
Kunyi,njx
Njyem,njy
Nyishi,njz
Nkoya,nka
Khoibu Naga,nkb
Nkongho,nkc
Koireng,nkd
Duke,nke
Inpui Naga,nkf
Nekgini,nkg
Khezha Naga,nkh
Thangal Naga,nki
Nakai,nkj
Nokuku,nkk
Namat,nkm
Nkangala,nkn
Nkonya,nko
Niuatoputapu,nkp
Nkami,nkq
Nukuoro,nkr
North Asmat,nks
Nyika (Tanzania),nkt
Bouna Kulango,nku
Nyika (Malawi and Zambia),nkv
Nkutu,nkw
Nkoroo,nkx
Nkari,nkz
Ngombale,nla
Nalca,nlc
Dutch,nld
Flemish,nld
East Nyala,nle
Gela,nlg
Grangali,nli
Nyali,nlj
Ninia Yali,nlk
Nihali,nll
Mankiyali,nlm
Ngul,nlo
Lao Naga,nlq
Nchumbulu,nlu
Orizaba Nahuatl,nlv
Walangama,nlw
Nahali,nlx
Nyamal,nly
Nalögo,nlz
Maram Naga,nma
Big Nambas,nmb
V'ënen Taut,nmb
Ngam,nmc
Ndumu,nmd
Mzieme Naga,nme
Tangkhul Naga (India),nmf
Kwasio,nmg
Monsang Naga,nmh
Nyam,nmi
Ngombe (Central African Republic),nmj
Namakura,nmk
Ndemli,nml
Manangba,nmm
ǃXóõ,nmn
Moyon Naga,nmo
Nimanbur,nmp
Nambya,nmq
Nimbari,nmr
Letemboi,nms
Namonuito,nmt
Northeast Maidu,nmu
Ngamini,nmv
Nimoa,nmw
Rifao,nmw
Nama (Papua New Guinea),nmx
Namuyi,nmy
Nawdm,nmz
Nyangumarta,nna
Nande,nnb
Nancere,nnc
West Ambae,nnd
Ngandyera,nne
Ngaing,nnf
Maring Naga,nng
Ngiemboon,nnh
North Nuaulu,nni
Nyangatom,nnj
Nankina,nnk
Northern Rengma Naga,nnl
Namia,nnm
Ngete,nnn
Norwegian Nynorsk,nno
Wancho Naga,nnp
Ngindo,nnq
Narungga,nnr
Nanticoke,nnt
Dwang,nnu
Nugunu (Australia),nnv
Southern Nuni,nnw
Nyangga,nny
Nda'nda',nnz
Woun Meu,noa
Norwegian Bokmål,nob
Nuk,noc
Northern Thai,nod
Nimadi,noe
Nomane,nof
Nogai,nog
Nomu,noh
Noiri,noi
Nonuya,noj
Nooksack,nok
Nomlaki,nol
Nocamán,nom
Old Norse,non
Numanggang,nop
Ngongo,noq
Norwegian,nor
Eastern Nisu,nos
Nomatsiguenga,not
Ewage-Notu,nou
Novial,nov
Nyambo,now
Noy,noy
Nayi,noz
Nar Phu,npa
Nupbikha,npb
Ponyo-Gongwang Naga,npg
Phom Naga,nph
Nepali (individual language),npi
Southeastern Puebla Nahuatl,npl
Mondropolon,npn
Pochuri Naga,npo
Nipsan,nps
Puimei Naga,npu
Noipx,npx
Napu,npy
Southern Nago,nqg
Kura Ede Nago,nqk
Ngendelengo,nql
Ndom,nqm
Nen,nqn
N'Ko,nqo
Kyan-Karyaw Naga,nqq
Nteng,nqt
Akyaung Ari Naga,nqy
Ngom,nra
Nara,nrb
Noric,nrc
Southern Rengma Naga,nre
Guernésiais,nrf
Jèrriais,nrf
Narango,nrg
Chokri Naga,nri
Ngarla,nrk
Ngarluma,nrl
Narom,nrm
Norn,nrn
North Picene,nrp
Nora,nrr
Norra,nrr
Northern Kalapuya,nrt
Narua,nru
Ngurmbur,nrx
Lala,nrz
Sangtam Naga,nsa
Lower Nossob,nsb
Nshi,nsc
Southern Nisu,nsd
Nsenga,nse
Northwestern Nisu,nsf
Ngasa,nsg
Ngoshie,nsh
Nigerian Sign Language,nsi
Naskapi,nsk
Norwegian Sign Language,nsl
Sumi Naga,nsm
Nehan,nsn
Northern Sotho,nso
Pedi,nso
Sepedi,nso
Nepalese Sign Language,nsp
Northern Sierra Miwok,nsq
Maritime Sign Language,nsr
Nali,nss
Tase Naga,nst
Sierra Negra Nahuatl,nsu
Southwestern Nisu,nsv
Navut,nsw
Nsongo,nsx
Nasal,nsy
Nisenan,nsz
Northern Tidung,ntd
Nathembo,nte
Ngantangarra,ntg
Natioro,nti
Ngaanyatjarra,ntj
Ikoma-Nata-Isenye,ntk
Nateni,ntm
Ntomba,nto
Northern Tepehuan,ntp
Delo,ntr
Natügu,ntu
Nottoway,ntw
Tangkhul Naga (Myanmar),ntx
Mantsi,nty
Natanzi,ntz
Yuanga,nua
Nukuini,nuc
Ngala,nud
Ngundu,nue
Nusu,nuf
Nungali,nug
Ndunda,nuh
Ngumbi,nui
Nyole,nuj
Nuuchahnulth,nuk
Nuu-chah-nulth,nuk
Nusa Laut,nul
Niuafo'ou,num
Anong,nun
Nguôn,nuo
Nupe-Nupe-Tako,nup
Nukumanu,nuq
Nukuria,nur
Nuer,nus
Nung (Viet Nam),nut
Ngbundu,nuu
Northern Nuni,nuv
Nguluwan,nuw
Mehek,nux
Nunggubuyu,nuy
Tlamacazapa Nahuatl,nuz
Nasarian,nvh
Namiae,nvm
Nyokon,nvo
Nawathinehena,nwa
Nyabwa,nwb
Classical Nepal Bhasa,nwc
Classical Newari,nwc
Old Newari,nwc
Ngwe,nwe
Ngayawung,nwg
Southwest Tanna,nwi
Nyamusa-Molo,nwm
Nauo,nwo
Nawaru,nwr
Middle Newar,nwx
Nottoway-Meherrin,nwy
Nauete,nxa
Ngando (Democratic Republic of Congo),nxd
Nage,nxe
Ngad'a,nxg
Nindi,nxi
Koki Naga,nxk
South Nuaulu,nxl
Numidian,nxm
Ngawun,nxn
Ndambomo,nxo
Naxi,nxq
Ninggerum,nxr
Nafri,nxx
Chewa,nya
Chichewa,nya
Nyanja,nya
Nyangbo,nyb
Nyanga-li,nyc
Nyore,nyd
Olunyole,nyd
Nyengo,nye
Giryama,nyf
Kigiryama,nyf
Nyindu,nyg
Nyikina,nyh
Ama (Sudan),nyi
Nyanga,nyj
Nyaneka,nyk
Nyeu,nyl
Nyamwezi,nym
Nyankole,nyn
Nyoro,nyo
Nyang'i,nyp
Nayini,nyq
Nyiha (Malawi),nyr
Nyungar,nys
Nyawaygi,nyt
Nyungwe,nyu
Nyulnyul,nyv
Nyaw,nyw
Nganyaywana,nyx
Nyakyusa-Ngonde,nyy
Tigon Mbembe,nza
Njebi,nzb
Nzadi,nzd
Nzima,nzi
Nzakara,nzk
Zeme Naga,nzm
New Zealand Sign Language,nzs
Teke-Nzikou,nzu
Nzakambay,nzy
Nanga Dama Dogon,nzz
Orok,oaa
Oroch,oac
Ancient Aramaic (up to 700 BCE),oar
Old Aramaic (up to 700 BCE),oar
Old Avar,oav
Obispeño,obi
Southern Bontok,obk
Oblo,obl
Moabite,obm
Obo Manobo,obo
Old Burmese,obr
Old Breton,obt
Obulom,obu
Ocaina,oca
Old Chinese,och
Occitan (post 1500),oci
Old Cham,ocm
Old Cornish,oco
Atzingo Matlatzinca,ocu
Odut,oda
Od,odk
Old Dutch,odt
Odual,odu
Ofo,ofo
Old Frisian,ofs
Efutop,ofu
Ogbia,ogb
Ogbah,ogc
Old Georgian,oge
Ogbogolo,ogg
Khana,ogo
Ogbronuagum,ogu
Old Hittite,oht
Old Hungarian,ohu
Oirata,oia
Inebu One,oin
Northwestern Ojibwa,ojb
Central Ojibwa,ojc
Eastern Ojibwa,ojg
Ojibwa,oji
Old Japanese,ojp
Severn Ojibwa,ojs
Ontong Java,ojv
Western Ojibwa,ojw
Okanagan,oka
Okobo,okb
Kobo,okc
Okodia,okd
Okpe (Southwestern Edo),oke
Koko Babangk,okg
Koresh-e Rostam,okh
Okiek,oki
Oko-Juwoi,okj
Kwamtim One,okk
Old Kentish Sign Language,okl
Middle Korean (10th-16th cent.),okm
Oki-No-Erabu,okn
Old Korean (3rd-9th cent.),oko
Kirike,okr
Oko-Eni-Osayen,oks
Oku,oku
Orokaiva,okv
Okpe (Northwestern Edo),okx
Old Khmer,okz
Walungge,ola
Mochi,old
Olekha,ole
Olkol,olk
Oloma,olm
Livvi,olo
Olrat,olr
Old Lithuanian,olt
Kuvale,olu
Omaha-Ponca,oma
East Ambae,omb
Mochica,omc
Omagua,omg
Omi,omi
Omok,omk
Ombo,oml
Minoan,omn
Utarmbung,omo
Old Manipuri,omp
Old Marathi,omr
Omotik,omt
Omurano,omu
South Tairora,omw
Old Mon,omx
Old Malay,omy
Ona,ona
Lingao,onb
Oneida,one
Olo,ong
Onin,oni
Onjob,onj
Kabore One,onk
Onobasulu,onn
Onondaga,ono
Sartang,onp
Northern One,onr
Ono,ons
Ontenu,ont
Unua,onu
Old Nubian,onw
Onin Based Pidgin,onx
Tohono O'odham,ood
Ong,oog
Önge,oon
Oorlams,oor
Old Ossetic,oos
Okpamheri,opa
Kopkaka,opk
Oksapmin,opm
Opao,opo
Opata,opt
Ofayé,opy
Oroha,ora
Orma,orc
Orejón,ore
Oring,org
Oroqen,orh
Oriya (macrolanguage),ori
Oromo,orm
Orang Kanaq,orn
Orokolo,oro
Oruma,orr
Orang Seletar,ors
Adivasi Oriya,ort
Ormuri,oru
Old Russian,orv
Oro Win,orw
Oro,orx
Odia,ory
Oriya (individual language),ory
Ormu,orz
Osage,osa
Oscan,osc
Osing,osi
Old Sundanese,osn
Ososo,oso
Old Spanish,osp
Ossetian,oss
Ossetic,oss
Osatu,ost
Southern One,osu
Old Saxon,osx
Ottoman Turkish (1500-1928),ota
Old Tibetan,otb
Ot Danum,otd
Mezquital Otomi,ote
Oti,oti
Old Turkish,otk
Tilapa Otomi,otl
Eastern Highland Otomi,otm
Tenango Otomi,otn
Querétaro Otomi,otq
Otoro,otr
Estado de México Otomi,ots
Temoaya Otomi,ott
Otuke,otu
Ottawa,otw
Texcatepec Otomi,otx
Old Tamil,oty
Ixtenco Otomi,otz
Tagargrent,oua
Glio-Oubi,oub
Oune,oue
Old Uighur,oui
Ouma,oum
Elfdalian,ovd
Övdalian,ovd
Owiniga,owi
Old Welsh,owl
Oy,oyb
Oyda,oyd
Wayampi,oym
Oya'oya,oyy
Koonzime,ozm
Parecís,pab
Pacoh,pac
Paumarí,pad
Pagibete,pae
Paranawát,paf
Pangasinan,pag
Tenharim,pah
Pe,pai
Parakanã,pak
Pahlavi,pal
Kapampangan,pam
Pampanga,pam
Panjabi,pan
Punjabi,pan
Northern Paiute,pao
Papiamento,pap
Parya,paq
Panamint,par
Timbisha,par
Papasena,pas
Palauan,pau
Pakaásnovos,pav
Pawnee,paw
Pankararé,pax
Pech,pay
Pankararú,paz
Páez,pbb
Patamona,pbc
Mezontla Popoloca,pbe
Coyotepec Popoloca,pbf
Paraujano,pbg
E'ñapa Woromaipu,pbh
Parkwa,pbi
Mak (Nigeria),pbl
Puebla Mazatec,pbm
Kpasam,pbn
Papel,pbo
Badyara,pbp
Pangwa,pbr
Central Pame,pbs
Southern Pashto,pbt
Northern Pashto,pbu
Pnar,pbv
Pyu (Papua New Guinea),pby
Santa Inés Ahuatempan Popoloca,pca
Pear,pcb
Bouyei,pcc
Picard,pcd
Ruching Palaung,pce
Paliyan,pcf
Paniya,pcg
Pardhan,pch
Duruwa,pci
Parenga,pcj
Paite Chin,pck
Pardhi,pcl
Nigerian Pidgin,pcm
Piti,pcn
Pacahuara,pcp
Pyapun,pcw
Anam,pda
Pennsylvania German,pdc
Pa Di,pdi
Fedan,pdn
Podena,pdn
Padoe,pdo
Plautdietsch,pdt
Kayan,pdu
Peranakan Indonesian,pea
Eastern Pomo,peb
Mala (Papua New Guinea),ped
Taje,pee
Northeastern Pomo,pef
Pengo,peg
Bonan,peh
Chichimeca-Jonaz,pei
Northern Pomo,pej
Penchal,pek
Pekal,pel
Phende,pem
Old Persian (ca. 600-400 B.C.),peo
Kunja,pep
Southern Pomo,peq
Iranian Persian,pes
Pémono,pev
Petats,pex
Petjo,pey
Eastern Penan,pez
Pááfang,pfa
Pere,pfe
Pfaelzisch,pfl
Sudanese Creole Arabic,pga
Gāndhārī,pgd
